Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/feature_extraction_beit.py:28: FutureWarning: The class BeitFeatureExtractor is deprecated and will be removed in version 5 of Transformers. Please use BeitImageProcessor instead.
  warnings.warn(
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/image_processing_beit.py:110: FutureWarning: The `reduce_labels` parameter is deprecated and will be removed in a future version. Please use `do_reduce_labels` instead.
  warnings.warn(
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
epoch: 0
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:2619: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
It looks like you are trying to rescale already rescaled images. If the input images have pixel values between 0 and 1, set `do_rescale=False` to avoid rescaling them again.
tensor(3.1169, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0101, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9471, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1056, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8567, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4626, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8880, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6355, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8031, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0060, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1648, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9191, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4634, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9776, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2304, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9553, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0496, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4739, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9766, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5048, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6375, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3846, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5227, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0843, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0914, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3675, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0542, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2117, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7794, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9938, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2238, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6259, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0507, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5613, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3891, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5102, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6243, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4737, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9065, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8057, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0482, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5829, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4228, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4329, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5295, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7540, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8861, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9940, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1143, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7007, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7700, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7669, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9463, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4259, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3640, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1585, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9783, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3503, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9892, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1395, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8938, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7189, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1520, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0923, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3109, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5068, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6362, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0451, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1256, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7520, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1608, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9079, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4459, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7699, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3962, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7034, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0955, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7254, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5935, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6475, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5114, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.2680, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5333, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4466, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1835, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1914, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9593, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4717, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0388, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5897, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7445, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2603, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3475, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9731, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8568, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5235, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0048, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0429, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2327, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5278, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.6064, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5634, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9817, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3950, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0273, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4990, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9443, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5252, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8769, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6704, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9781, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9146, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5263, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6332, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9835, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9368, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9628, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9441, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7772, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.6844, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1304, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.1358, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7547, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5396, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3746, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0466, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1912, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3299, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5035, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3165, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7556, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5183, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6877, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9818, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3268, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5676, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6568, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2146, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4178, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8113, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9247, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4678, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7412, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0023, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0320, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7691, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3746, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0199, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6747, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5937, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1775, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0908, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8987, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6965, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7476, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0493, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7120, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5530, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2079, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0501, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6173, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4342, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0287, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9677, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0876, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6494, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2940, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8602, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2960, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6533, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3349, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4951, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1965, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0308, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7464, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8190, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4404, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0935, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3151, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4968, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6544, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2702, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1137, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3622, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2382, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2628, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5259, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6366, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7038, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0932, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5138, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5826, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6309, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0730, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7702, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5456, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4147, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0199, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7756, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8436, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2580, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3353, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1374, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6950, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6424, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3178, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0847, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5452, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7104, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0695, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5531, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0285, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6406, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1133, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0176, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3081, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3969, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1447, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3575, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6813, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1950, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0946, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9038, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7755, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6861, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7469, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6263, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6178, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8106, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5054, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6054, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9947, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3820, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4832, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5344, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2087, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7748, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.6407, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1818, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9100, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7575, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5167, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3878, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8300, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1326, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6257, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5854, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9541, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1201, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5678, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3168, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5101, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9025, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7049, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3801, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1300, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.5114, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4002, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4527, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5947, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8798, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3200, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7977, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0231, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0002, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4801, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1294, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1496, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4407, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8363, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0495, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.7807, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0203, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7077, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9660, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6372, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6908, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2623, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7817, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5560, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3714, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4624, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3290, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2662, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4911, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9961, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0932, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7286, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6240, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8250, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4405, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7130, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9601, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0546, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9712, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1599, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5131, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4057, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7379, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5241, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0850, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6798, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9128, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0381, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8505, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.7530, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4640, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7024, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5958, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5535, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1838, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4510, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4849, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2726, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9568, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1115, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6939, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4036, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4966, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5693, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5332, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8524, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6360, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1193, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6893, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9706, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6562, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5932, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9899, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3834, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1220, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1388, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.8406, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1468, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4170, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0451, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1189, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0368, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0199, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2238, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2760, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5343, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4291, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5201, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1006, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4516, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8061, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4190, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2884, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0536, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.2663, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3041, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3482, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1141, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1870, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0800, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2034, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7447, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5165, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9022, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1038, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6380, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2710, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9202, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3670, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8576, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0822, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5669, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9401, device='cuda:0', grad_fn=<NllLossBackward0>)
